OTUID	Taxon	Confidence
d785becf925670c15691b02584ab4464	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Serinicoccus; s__	0.9830674151701099
a4951745f4414f52a8c2bd0b6f6d4622	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus	0.916673198538128
119b70614392764602bb20f8bbe8f960	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella	0.722226369140113
4e68b089f1a06408556191b48d772c73	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__Lutibacterium; s__	0.7253454116098043
3338f1e1484c1b122131d3dd2d112a3c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus; s__boronitolerans	0.9494496555845835
fa186a9c5975362282ba073c1b8a78ce	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__	0.9098505658296315
77a920bd965da12d31f93c1adf2c5ea1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9984508664221824
c04dfb06cf602a3a30cbc2f73ad22491	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Anaerococcus; s__	1.0
704655792842da9ff4422ad16c825875	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__	0.997633030499106
da6acf30ffefe04efaee4c7775840543	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__	0.9999794902540415
2ef1e51ab1cf99a3c6417b05a060830e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__reuteri	0.8261244584277747
65d059516da211826e7dc4c8c7eddd16	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Kytococcus; s__	0.9999133639769032
7971dc6acc750166c08ed54c1289d242	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__	0.9999999974439788
fdef5090407e606d21bf276f9cd076f4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus	0.9246427379399189
e645dd5b096f1bcf11da3d984fca0c7a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__	0.7245870219557902
06ac9c4b6f733ac281cf0a05629c5e24	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__	0.9679335820603949
6447e4baea26738e5622948b7597bd31	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__lividum	0.9948352366714492
1727bd8544639e521c5efff9f8c225a6	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__	0.9999999935730841
0cc951954a255c148a5be384e2d5fe9c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__	0.983700945765595
97f3d93969fb71dcbb3d9d9639844392	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Leadbetterella; s__	0.9999999981941414
c8183367bffb7de1e4c8917a9fc3f6c2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9999687420509386
1835e5e0727227bbca3a29bde9dc162a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__arupense	0.7540051465424592
1610fbb6677fe5b73db2a38b50d26753	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9999946128068461
96286250d926d637fe2f47db3baa3575	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium; s__	0.9999911846339162
685a1812a6e46f72d7cf1f4a060b8e96	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9998790665927973
3ecb6ccd65a2bd6d1ec78b190d08a8ab	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__	0.9993336184705246
dcba105f35d8ebc9e22269c7491ad3a7	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__geniculata	0.8873246233808938
645c880300c46bcf1ba1f5b1c339885c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__	0.7932519888042412
e9545cc5d58b98d95f826c8b3a897e78	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.7974868708815314
81ab5a79695772030b663650da13b9e1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999997651164141
6eaaf5646df8109c9b6c5c5949d5c964	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__	0.9995137609155761
b597cf94bf9ee96e9d57585d014250ab	k__Bacteria	0.9052029632124516
b8c545c99dea06d010eb0bf2c6572d1c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	0.8178977462979966
e23c364fc82dfe4a28a7cc46bf21ce1e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__	0.9981261969655765
97e880afe795b60adfe2023d22f578ab	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__; s__	0.9994455651236948
f8fcef1c8982a9d5737198970d28b490	k__Bacteria; p__[Thermi]; c__Deinococci; o__Thermales; f__Thermaceae; g__Thermus; s__	0.9999999999979252
f097db07f489df493d9800431b75ec35	k__Bacteria; p__Bacteroidetes	0.755313500424743
f330e765325ac47997066c79007f76b7	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium; s__conglomeratum	0.791302787352657
8b922aa0af5c3463299f130bbd0fe27a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__asaccharolytica	0.8196455938849397
fbcf8acf6ce9cf047ffdc988e35d13b3	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__	0.9999999930797685
02b4cbe5c2955ab2f66dc82cdf6dad64	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium; s__	0.9995452260478833
3ff061ce6fe617244861124e737baeac	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__; s__	0.9999999999975415
b1e149c0ed86d280543f923615868271	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Wautersiella; s__	0.9999999999992752
58e103c17c4acc424d3c0743b2aec19c	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__arupense	0.8258692806785104
1cc585194324c38ecc792fff3a199120	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__	0.9706870420876554
c5c9af963b1827a7faaf3b934472d9ea	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__	0.9999998874627983
90913e479a29f1b85baeb5c44d5d1df1	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__	0.9999638456899874
8678fa3a06998220d4612e2c31b51f03	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Zoogloea; s__	0.9999994208974499
b3df7a8eb392780ebcf3ae3d6416ee0e	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Leadbetterella; s__	0.9999999936957664
d6a526b572996ed919a3e009473bc860	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__; g__; s__	0.8839277568468497
8fda3f6064d6a93f855f59cc3da9949e	k__Bacteria	0.9490304729456457
5501def63761673a7d4b64f9583ed94b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__	0.9407410938021636
fcd6a25d25770ab8b9bfd595c828b6a0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.701973702019786
0a8fdcdeab017a6d5ed17922420f8aaa	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__Patulibacter; s__	0.9999999994694946
399001ec1da2f8032d4ac4e3197365da	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana	0.9801942496580291
999a068e846ea4287f6d35a6af8a3737	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__; s__	0.7243302301356557
75a3e20e916ee5ec7dceae34a1bc0209	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	0.9999999993406732
a73a074a5f4eb3ae23267cba2881bdbd	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__; s__	0.9990761058424305
6539f59062d16f8454aa0eeb82a123c1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__[Exiguobacteraceae]; g__Exiguobacterium; s__	0.9998187875286759
4856e07a21f6a60b639fa9c694687d95	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	0.9998049430300953
c594bfac79aaf8339cdabf0033421397	k__Bacteria; p__Actinobacteria; c__Nitriliruptoria; o__Nitriliruptorales; f__Nitriliruptoraceae; g__; s__	0.9999955183237531
2740cf2417c92847cc298cbd71dd1fcd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar	0.9815074345539676
7ead17a076e7b7b419bf50abe7eee3f4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__	0.9933340410638315
2d7750e26142f5ed44d3b9bec9e49ed0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	0.9775898986697726
e2cab07b566cbdf0971f60ae88c7be56	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.8090574580302718
8b91e5b1c412877f96a4a342ab6dc680	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.987442095151126
0ea285f4cfb12176592474b8ecd0f391	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__	0.9259160879033542
7062da488e49656de42ec09e8980841b	k__Bacteria	0.9917120023422966
569653b1659271a290facfcedd0de061	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__	0.9598520606519165
820f6693f569e339f183638cd73a7fe6	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9999995287591021
2b788af388dfc0f915591b5f839aae16	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__	0.9992976067310531
868e0165fe32a8925b7f20afa5e1dbfc	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999937576399348
b51434355503154f06edd1889445005d	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__	0.9883190987378078
fdd33a5b090f2d0471673ad8a5636297	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Laceyella; s__	0.9999901965566594
2c69b472c7f34853923df85468bcfb5e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__	0.8136277955873648
b96ce1cbc4845cbef67210ee3a72bb54	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	0.9984110609433388
07e8c35c6d35c5ae3c49a59c84a2373a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__neonatale	0.999686001091683
888dd514abc9d60a40deec8c5aff0224	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__	0.9552782744921787
5bb95cbfa67a30aaf5990b87578dcf9a	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__	0.8319919843107116
0303504c2734dc90c7b19254bebc1863	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__halodenitrificans	0.8850682043979923
f61fb6a1c1acb623bb544ee85d16c4c1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Thermomonas; s__	0.9203140708914342
9dc041b2d6c3fee38db1fb3e63ee0ee3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__; s__	0.9822790060363331
93f3086617835e7d250e7c35294f018a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia; s__Wolbachia endosymbiont of Chorthippus parallelus	0.9998522274972106
a6a2e5667845b71ecbe114806eba0c43	k__Bacteria	0.8838711611449744
3a07a552e9be648a56a5e151765066c7	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__	0.9996564267306809
3f2a6ce24790a1309800535cd6df054f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0.9994041937250673
4741874d442116edc3b3ffa923f33212	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.8099986067741786
cec2b53a478c65984fc5aaa6c8ad9f54	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__	0.999273238857617
14467cfae0a3399757c02ed8b39373e9	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__	0.8210708087335733
1e331984534855898f81093a9c2e979f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__	0.9908582289453417
214cc7347bce8648a14d0c4e88cf371b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__	0.9999999926427989
46c44d3088cd343bfc56006e027451d5	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__	0.9999591784983104
5b86ddfbbe0f0f4c13ec2dab739078fc	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.999988441927819
807ab4dce101a0cca3e66c559d190b9a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__hiranonis	0.9993711054622832
aed191bac0b1c3264208a084af848bed	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__	0.8686340102768589
3d216411c1e7532979a3c7cfd4accca6	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__	0.9991295761900608
d9354dc0f7ffe0d447d0c94b94b1f38d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Sporomusa; s__	0.996057067408727
2c71286412a9c30e1bfa3609b93c3c13	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales; f__Mycoplasmataceae; g__Mycoplasma; s__	0.9995898580633664
e7f8d30cd19a7dee2783619d7836a3bb	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.7780485066522722
c0cc1de2f0a80e2c5fd80046ca7a6bcb	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__	0.9999999999484146
24c86122104b9a66225778d71f1e44d6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__	0.9999999895928369
d6238aa9ebdf577a4301ae5e50962fbf	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Spongiibacter; s__	0.9352546690349178
76ef849cc891dab81ddaf5b878438e83	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__	0.9999999889547128
7ea4b157e51f38c83a0693ce6ea70f53	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__	0.9569924401663792
5d46706d554862aad79124e3e298f84b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.8111909231814215
3ec5969d07e15731f75a5faabbc39ac5	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__	0.9999877401973031
8b4738d7d9bbd4d1377f53c559dac22e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella	0.7845601724357592
8678dea077ece20287b950cd5bc66db8	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__	0.9974366391785835
12e8d3c455849d6842231b4a76fb7d8c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava	0.9991877053130828
48f3bb92d0b64dfd5210ddd652c8e541	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	0.9999999999995696
325b4d7fac7f2d2d18bceaf80b945bbe	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Erwinia; s__	0.7350554270919175
a67b8bf6c6eb3d9a7c931531c8e0f952	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__	0.9946986921059512
42e9464e281f53ba8a4f84d59d523431	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Phyllobacteriaceae; g__Mesorhizobium; s__	0.9970890098175114
ffc53e2e9f868a5ac269215b36b708de	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus	0.9775751492559872
e83ef9270e17389009b9ecee5d146d99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.9451636864529339
fb4ba4f670eb3356d8cc57ee6f88933d	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Entomoplasmatales; f__; g__; s__	1.0
3e7bab5d33266ff9429a11906955bdce	k__Bacteria; p__Cyanobacteria; c__Chloroplast	0.9999938512201416
ec6665f4d7bda38bfb9ebcac845d2067	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9999999949529155
7d2430d3f4f5f6136226472739ff0b5f	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__	0.9999999998356799
db33f340c7381bf8a96d6556ae78e669	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia; s__	0.9999876686665948
7fc1c8c58f8fd6b3e218fdd85155393a	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus	0.9689016392599454
e87b0ce8e3301fc55104b296927edf69	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Hydrogenophilus; s__	0.9999999936240016
7a212319b9209b20429c3aaa803259f1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__Bartonella; s__	0.9994139776131522
fcc49ff5986615b32ceb75fc6e545341	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__	0.997985665917725
d6a6914b443ac9147da334ece6f27d8c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Arsenophonus; s__	0.8179580913514346
bcc21e2352347fc29f1d7628af632385	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rubrivivax; s__	0.7137621699176789
d269001cfec25ef654018c77a3b89f24	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__	0.9743542521443989
864267f12bedace19272af56224498c7	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__; s__	0.9999999999299263
2c637146fa28d14f8bd5a2c114a1631a	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Virgibacillus; s__	0.9709982774514583
c21e8f4b7b3a4831e61910dcd7c4395c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__	0.9978551954456975
abd8191a1aed3a1a6e8a04a36a6dcfc4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__	0.9993613771680379
13995597a8dca4b31b23145b10df10da	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__	0.8022392922873071
d571f6afa66be315c7c93886a863db3f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	0.9984251399121952
e9251b05c872617dd890a47fe3d996d0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Beijerinckia; s__	0.9975995971078938
ac7771ccf62532ae5f41f7909f88b727	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia; s__	0.9998697587565124
00c7f021123e32d1f867afd6102623f4	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9956856131266566
97e6ab5e2216bdc7d4a0ce3851789550	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__	0.9999996832805285
d9ea61005643a4051b118703705322ae	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__	0.9995547507968353
dcf3c3868225149b99b5d3323b8fbb15	k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__	0.998855874817162
efdf7c46a87e9574aa7637bf0ec8a25b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__	0.8829058589370304
294e513af4fc1347c7284c7a950148bc	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__	0.9990571782156948
