"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"d817c1c9b1a55b6af451568e6e5fa39e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Trabulsiella",NA
"d46e2205f0c6ecf67b51f83d111c509c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," "," "
"82dece6e35540738ba450a0c3a90b5a0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Serratia"," marcescens"
"afc5b7dd2a2071a113a61be175ea4a4f","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Dickeya"," "
"8207f9eeb386174a8c63cdd19874bfb5","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Dickeya"," "
"aacb53d09c8d0cb61525564201601f33","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"6110f28a1de867a9983a8a28ecf4e533","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Erwinia"," "
"0697533792974c410abe92b31253acbb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"8fc29f8f62a6dcd4b46977a3a7b0ff60","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"4cbfff144d4e7a4e0f4619ed505be070","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Salmonella"," enterica"
"e8496fd359afa9479908aeaeb31e7ec0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Brenneria"," quercina"
"63afe8e6aac58bf0d670a82ca5bc574c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"8076f3e7e8d431a550d3cd9ee28b4780","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae"," "," "
"4ce8d754693f0217b2eb2bda5e9a068e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae"," "," "
"a489124777aa0deb02e6bf0ce2a0251a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae"," Mannheimia"," "
"b05b3e8f8585551850e7420524a4671c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae",NA,NA
"f3384f1f36a908bd09b3c265bac26f8c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pasteurellales"," Pasteurellaceae"," Aggregatibacter"," "
"ae2fb3d8606508f511e1dad279dfd254","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"a6e5f1a401e9e6beb2755ab4e9d128e5","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"48e20e2ba7fc9bf3d1903f3e633491c2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"f1ecac90fa6961bde75acc985fdaa9b9","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"2f8ca879411dade0ebbfa255d9b792ea","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"1fdd38ec03d7f45d84df4526e0e482a1","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"48257e1a09cc93e51886b87d67073b05","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"dab4d39560222667d0f62fdbe522b89f","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"71cfdf17dba2497f90018f716ed45727","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"4bc6d6edbf3464c0a5e8158f9d45d408","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"d17136242e12a2860f240e5de2266710","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"9c85649c91e8a850bfba8042377e12dd","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"2144fc741662ecbfadf4ea5dadea4f22","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"c84befa17a049d4ef71715c17afd24a3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"399ef8cb6ab056f6dc91ea4b2d984d58","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"b2c14b1de8d42a76266166e3900280a9","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"5745b1083f2a92169d1df87e28a16ad9","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"79c13f0e577affbfaaeab2c97a5f46e2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"5d46706d554862aad79124e3e298f84b","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"7f295f9b11d28734624399e8d606f698","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"d17a06544dc273b92099840d7c0882f5","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"fdef5090407e606d21bf276f9cd076f4","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"990fdaf4edc4ce945be1a3559cfcbb40","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"3b82418a9320721ee7db5412b0189837","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"21b4956297c79c6aabe5d44787ace1f3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"851a75fbbeb3f8356415ea7323c4cfe2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"f77bf05226fde971b503bc889c85d820","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"6b644ab778253f3e7cea38ab1587a613","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"843b684e28d1f6be0d0355a994d303e6","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"4b6268b57417a200784f452bb8910bb6","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"916685eede77465ca071dae3ada1ab08","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"8b09a15e1fd794f01fcb193bf54e175d","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b55dfe98eaaab438dd0aff19c5e47846","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"92175e5d2fc5f7bd8dc2f91687d071f2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"dd9916610eb7189bc3aa6a6a5c920ede","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"d6a6914b443ac9147da334ece6f27d8c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"7952b51c9555ba2b8bb27423ae23c681","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"39c5f3588f45997158bb9ba904079b26","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"e9a5f10de1befe74057fee551f785f8e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"6f6c0006faad63bd9bd001e705ae06af","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"e2cab07b566cbdf0971f60ae88c7be56","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"4741874d442116edc3b3ffa923f33212","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"82f8cc2d0a3257aa4dae6bcafd5e91a8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"1578ab443a649dbd49d4bbd467cb438c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"e34cc7a856211394eaa8abe5ce4d9765","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"514c479e5f8ad2434e65bfb42dd58cfb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"529549165ed9d89d6ba57e3812afc2fb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"5eb780f52ca704d0a40cb282a76b3049","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"eff0eeacb3e5ad59734f0aedc66e85a8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"b0578b238f44dfb62654dbf1a0a8d900","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"1a0209d64b9a060f3b661425a77e2150","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"e7f8d30cd19a7dee2783619d7836a3bb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"cc582d385c9d3559ddbd8d1114a05e66","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"794b821cfef11ba0f56a91616073b4fb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"6e49e6e08d8d2b6fdfe05a499783a0a0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"2eeedd3ddecfeaaba4690a6aa1819417","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"0a34a51154f38a4bcdebe83a70ba99a5","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"69fed26c36d854e940b05db6bee3b80a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"0657f6a96ccac0a31482253b8849bafa","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"87731c679af7f65815a02a8743155b45","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"28af4deba0433163ef2c64b6773094a0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"dbb9ac8845c51b3c50044c88c1f76138","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"8bc8ef77ac3a45201a4566d3a853490f","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"a5ec24cf77075af2eda97ece2fcf85de","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"ee5b7dd88e0298d961dc1958b07ceb9b","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"7d70da82f4b87d40e9104822bbb5a9bf","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"ffc53e2e9f868a5ac269215b36b708de","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"ab854552ae9e75bdbfb3d54e15ef59e1","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"2ad8b0e03fb69214a49ddf3ea4af71f8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"d1c6fbf6e79e200dbcc47d48059cb6c0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"6d58852c2041e2a4af0b393fc47e27ad","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"dd791dbcf1d5aa0a17ed0480616731f1","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"3a9a6ddea62d15d53e3a67a81194314b","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"a14a36630d849d85b23af89eda27bc62","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"411008248f474374f808cc195cf47604","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"91089f1a49c339911d262f7c56a833a1","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"d84d7343b932d391dcd52e591bda075c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"4bde29dfc56940579560ca97b0fa3638","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"a982617a5c0030719d63da96782e276d","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"3e762f59afc671b64d4c212cbd3cadb9","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"6892d27bb49ef36faf4413bb54d73505","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"664a7049a2e4a118eb151160cea91fa3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"cde4c8f5b861444878a326a48dbac61e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"992969b20da314a166dee62870ed6b9a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"eb5ca3151b1cfd49020ba8f2da4a05c8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"90ca77e7ea5cd096ec9bdfdde93d64a4","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"e40383ac0b501325dd07fe72bc3c71b0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"53ca877805908f7499a109a783a92f6e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"6c5cda3f43c75121e865d0e32939dd95","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"7c83df23f447160a9872380bac1d45a4","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"006e0c2abda5130f7993dffba141363b","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"98f1e18eb0be8bf578bce74ece4d9fe0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"3b05a4054ffa862db006a43f6a6e9896","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"26c785402847bd23dc50c9782c28dba2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"7a586f8f1c56a09342678ff8aeea0fd3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"f7e35dc896b8beb40282944a46b5ef00","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b1f20b26330721615af6f95347f94db4","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"2ae61c67f42403d4b8bc2937733a0d38","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b73dd80246c0df775e40dbaec6a800d0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"78aaf059422fbcc20912b44fbf8a6df8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"654f30351c29647bb69375e06e8313ae","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"fcd6a25d25770ab8b9bfd595c828b6a0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"43888216d20a7214bc364c9cac78c488","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"db7d168a3aa2d7036c8c6b43b1274611","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"f212e7c89ce96bc5c384e018f95a99f0","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"a008f5625bdae75db54eace963b8ec0d","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"063067f983a76bc050171dcb62a72e8d","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," "
"7fc1c8c58f8fd6b3e218fdd85155393a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"29065f49f611082201272c6d716881ca","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"f134a5bc6a48636ccc7fa65f3965eb6f","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"3043a1ee139320bc5018a11a5f217768","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"1f6783927afc44c21df7536d24e0c297","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"e4178633b3c50bb19e54ee3bdaaeeb7a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"736dfac6a4e910b877fe966116190375","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b39627d8ecf6051bda02634fecb9a7e5","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"6c8f0a108545eb177f7bbd9e1d30c385","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"3604f5afe150fb4bbf0001f5a310c388","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"08b42d640060c12445d2d1d67711732f","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"0a676cb657aad964376a1c4b5fc5cbc8","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"639a12db45771591797a8194e74b0ff3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"8f617a221524544c116282a55566feae","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"a4951745f4414f52a8c2bd0b6f6d4622","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b4a6a188096e6ded6a2adb600a0a070e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"e4c61092b078ee295409d4a677b5b196","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"64fa991079cfe42455bbd6c0887c8918","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"2c3d467b726fb7a8bf46b3bc8b349b79","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"bb2134e1b7155ce5a635a6d16a084b28","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"7905d1adc6f99d48b551cba8035bae84","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"70b5b93600e7ea76861eefe0ba02ac27","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"e166afb28dc7d02ad14c2c5e8d0ec59a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"581bf6fd9ef12073956cd87e115ffc06","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
"b22b33cb8d98b5d91ab0c094a189abe2","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"9aed3f7dd6461984fba3589efee4746c","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"569db2dd8e9a813aeeac2f5a441e1985","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"62bcafc0f396c7f0700fc8771af07bdb","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"e36030054830836144b99f970b0925d6","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"cdbf841727274b4e9155441a2c75cd49","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"186c07b820c907b7d9b48e5f1b8b5bc3","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae",NA,NA
"0d36199d14e9bc856ff9a9fb11bd5020","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"7717f35ee64d38e0efb13942cd31c732","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"ba3faad2f2dd62b44e585325750c61f6","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"5f9804b49cb0f5c56064ff75110c046a","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"7b418b7e718674cd68e8fc36a7fe80b7","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Candidatus Phlomobacter"," "
"1e797c570fdb73d5dcd0eca2b28ef69e","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"83bf8634a1d23e8fb8b0063589ecee87","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"bb6e0815e48f9ce17e8c7e30a2cc4b34","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus"," Arsenophonus endosymbiont of Dermacentor variabilis"
"8a0f6a02dc61f40d44d9668d938ed838","Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Arsenophonus",NA
